id_puerto;nom_puerto;abreviatura_pais;geometry
RUVVO;Vladivostok;RUS;POINT (131.8959 43.13783386799997)
RUTUA;Tuapse;RUS;POINT (39.05529999999999 44.09573386800002)
EEPAR;Parnu;EST;POINT (24.4923 58.37313386800002)
FIHKO;Hanko;FIN;POINT (22.95510000000002 59.81873386799998)
FIKNT;Kantvik;FIN;POINT (24.3827 60.07973386800001)
RUPCE;Pechenga;RUS;POINT (31.2561 69.57373386799998)
RUPWE;Pevek;RUS;POINT (170.3231 69.69473386800001)
CLLQN;Lirquen;CHL;POINT (-72.98020000000002 -36.69986613200001)
COPCR;Puerto Carreno;COL;POINT (-67.47949999999997 6.188333867999972)
BDCHL;Chalna;BGD;POINT (89.53870000000001 22.60683386800002)
BDNAR;Narayanganj;BGD;POINT (90.50510000000003 23.60323386800002)
AWSNL;Sint Nicolaas;ABW;POINT (-69.90949999999998 12.42103386799999)
NICIO;Corinto;NIC;POINT (-87.1789 12.47303386800002)
BMBDA;Hamilton;BMU;POINT (-64.79090000000002 32.297133868)
ARPUD;Puerto Deseado;ARG;POINT (-65.8929 -47.74736613200002)
CLSAI;San Antonio;CHL;POINT (-71.61180000000002 -33.58946613199998)
AWORJ;Oranjestad;ABW;POINT (-70.03919999999999 12.527233868)
VELAG;La Guaira;VEN;POINT (-66.89150000000001 10.606033868)
MXTAM;Tampico;MEX;POINT (-97.82600000000002 22.24293386800002)
PEIQT;Iquitos;PER;POINT (-73.18700000000001 -3.751566131999994)
PEMRI;Matarani;PER;POINT (-72.10640000000001 -17.00136613199999)
IDMEQ;Meulaboh;IDN;POINT (96.13709999999998 4.138133868000011)
HNPCA;Puerto Castilla;HND;POINT (-86.0231 16.00563386800002)
MXCTM;Chetumal;MEX;POINT (-88.27390000000003 18.49433386800001)
CUCAR;Cardenas;CUB;POINT (-81.1943 23.05093386800002)
SARTA;Ras Tanura;SAU;POINT (50.1585 26.64833386800001)
TRDRC;Derince;TUR;POINT (29.83210000000003 40.75783386799998)
TRSSX;Samsun;TUR;POINT (36.34249999999997 41.29463386800001)
CLCLD;Caldera;CHL;POINT (-70.8297 -27.06106613200001)
IDKAS;Kasim;IDN;POINT (131.0263 -1.315566132000015)
IDPTL;Pantoloan;IDN;POINT (119.8191 -0.6683661320000169)
CRGLF;Golfito;CRI;POINT (-83.16320000000002 8.625933868000004)
IDMJU;Mamuju;IDN;POINT (118.8815 -2.680566132000024)
IDBKI;Bengkalis;IDN;POINT (102.1041 1.466333867999992)
TRFAS;Fatsa;TUR;POINT (37.4975 41.03743386799999)
TRCES;Cesme;TUR;POINT (26.30549999999999 38.326133868)
PAVAC;Vacamonte;PAN;POINT (-79.66419999999999 8.861533867999981)
ARPRA;Parana;ARG;POINT (-60.52820000000003 -31.714866132)
ARIBY;Ibicuy;ARG;POINT (-59.17849999999999 -33.74266613200001)
VECAR;Caripito;VEN;POINT (-63.09199999999998 10.124133868)
MGADK;Androka;MDG;POINT (44.06509999999997 -25.00846613200002)
NIPUZ;Puerto Cabezas;NIC;POINT (-83.38549999999998 14.016333868)
PRARE;Arecibo;PRI;POINT (-66.72770000000003 18.47963386800001)
PAPAI;Paraiso;PAN;POINT (-79.62720000000002 9.026633867999976)
PRLAM;Las Mareas;PRI;POINT (-66.20589999999999 17.96113386799999)
CUCEI;Ceiba Hueca;CUB;POINT (-77.322 20.22773386799997)
TRALI;Aliaga;TUR;POINT (26.94929999999999 38.83223386999998)
GHTKD;Takoradi;GHA;POINT (-1.749000000000024 4.885033867999994)
TRGEL;Gelibolu;TUR;POINT (26.66958138199999 40.40545672899998)
IDMKQ;Merauke;IDN;POINT (140.3813 -8.458666129999983)
IDPRN;Panarukan;IDN;POINT (113.937339746 -7.695405209)
NGBON;Bonny;NGA;POINT (7.141900000000021 4.424333868000019)
SLPEP;Pepel;SLE;POINT (-13.05630000000002 8.576433867999981)
GHWEA;Winneba;GHA;POINT (-0.6206000000000245 5.337933867999993)
GBWPT;Warrenpoint;GBR;POINT (-6.258199999999988 54.101033868)
DEKAP;Kappeln;DEU;POINT (9.93689999999998 54.65803386800002)
PLWLA;Wladyslawowo;POL;POINT (18.42329999999998 54.77803386800002)
DKBDX;Bandholm;DNK;POINT (11.50009999999997 54.831333868)
DKKAL;Kalundborg;DNK;POINT (11.0951 55.67683386800002)
GBKOA;Kilchoan;GBR;POINT (-6.106200000000001 56.69513386800003)
SEFAG;Falkenberg;SWE;POINT (12.4939 56.88783386799997)
DKAAL;Aalborg;DNK;POINT (9.937700000000007 57.04323386800002)
SEMAD;Mariestad;SWE;POINT (13.82089999999999 58.71433386799998)
SEKHN;Kristinehamn;SWE;POINT (14.09870000000001 59.31263386799998)
SESKE;Skelleftehamn;SWE;POINT (21.25749999999999 64.68293386800002)
SEGVX;Gavle;SWE;POINT (17.18110000000001 60.68333386799998)
CAPST;Port Stanley;CAN;POINT (-81.20859999999999 42.658333868)
USCHS;Charleston;USA;POINT (-79.93220000000002 32.781533868)
USXJX;Oceanside;USA;POINT (-117.3924 33.20253386799999)
USHTD;Huntington Beach;USA;POINT (-117.9867 33.64333386800001)
USENW;Kenosha;USA;POINT (-87.80939999999998 42.57973386800001)
USKAE;Kake;USA;POINT (-133.9155 56.96193386800002)
ZACPT;Cape Town;ZAF;POINT (18.46510000000001 -33.90896613199999)
USAVD;Avondale;USA;POINT (-90.19940000000003 29.92133386799998)
CARIM;Rimouski;CAN;POINT (-68.55189999999999 48.44703386800001)
USITO;Hilo;USA;POINT (-155.0918 19.73973386799997)
ESMLN;Melilla;ESP;POINT (-2.939700000000016 35.29753386800002)
CAHRE;Harbour Grace;CAN;POINT (-53.21019999999999 47.69993386800002)
ITBLN;Bagnoli;ITA;POINT (14.16129999999998 40.799633868)
ESGIJ;Gijon;ESP;POINT (-5.675799999999981 43.54853386799999)
ROCND;Constanta;ROU;POINT (28.64190000000002 44.16453386799998)
SEVAL;Vallvik;SWE;POINT (17.18389999999999 61.178933868)
NOSSJ;Sandnessjoen;NOR;POINT (12.63310000000001 66.02053386799997)
NOSKY;Skjervoy;NOR;POINT (20.97089999999997 70.03053386800002)
ITTMI;Termoli;ITA;POINT (14.99950000000001 41.999833868)
ESSDR;Santander;ESP;POINT (-3.795000000000016 43.46253386799998)
FRHET;Hennebont;FRA;POINT (-3.260699999999986 47.81783386799998)
ITPTC;Portici;ITA;POINT (14.25869999999998 40.83673386800001)
ITBRI;Bari;ITA;POINT (16.8501 41.130933868)
NLHAR;Harlingen;NLD;POINT (5.415300000000002 53.16023386799998)
SEHON;Honsater;SWE;POINT (13.44709999999998 58.63353386799997)
FIRIS;Ristiina;FIN;POINT (27.32209999999998 61.529933868)
FIKUO;Kuopio;FIN;POINT (27.70569999999998 62.888633868)
HTFOM;Fond Mombin;HTI;POINT (-72.46159999999998 18.75633386999999)
MGMXT;Maintirano;MDG;POINT (44.01429999999999 -18.05936613199998)
PHBGV;Borongan;PHL;POINT (125.441552603 11.60604982000001)
USKAU;Kaukauna;USA;POINT (-88.23719999999997 44.28163386799997)
IDPLM;Palembang;IDN;POINT (104.766970439 -2.987037558999987)
PKPSI;Pasni;PAK;POINT (63.47827654999998 25.26461432399998)
CACTM;Chatham;CAN;POINT (-65.47500000000002 47.030833868)
FJLBS;Lambasa;FJI;POINT (179.3695 -16.43276613199998)
HTFLI;Fort Liberte;HTI;POINT (-71.83370000000002 19.66683387)
CABLR;Blind River;CAN;POINT (-82.93630000000002 46.17543386800003)
USHVW;Harrisville;USA;POINT (-83.27289999999999 44.66733386800001)
PGBAA;Bialla;PNG;POINT (151.009153169 -5.307830089999982)
PGVAI;Vanimo;PNG;POINT (141.3055000000001 -2.693466132000026)
HTJEE;Jeremie;HTI;POINT (-74.11180000000002 18.64853386999999)
CAOAK;Oakville;CAN;POINT (-79.66059999999999 43.43673386799998)
USRVR;Revere;USA;POINT (-70.99149999999997 42.41463386800001)
USEPM;Eastport;USA;POINT (-66.98820000000001 44.90163386799998)
CADWL;Dingwall;CAN;POINT (-60.45650000000001 46.90073386799997)
USGDH;Good Hope;USA;POINT (-90.39679999999998 29.98353386799999)
USPWN;Port Wentworth;USA;POINT (-81.16520000000003 32.19203386800001)
USBDR;Bridgeport;USA;POINT (-73.16030000000001 41.17763386799999)
CAARI;Arichat;CAN;POINT (-61.02210000000002 45.51693386800002)
USBCC;Vancouver;USA;POINT (-122.6114 45.61133386799997)
USAST;Astoria;USA;POINT (-123.8449 46.18873386799999)
CACAT;Catalina;CAN;POINT (-53.08100000000002 48.516133868)
CACRO;Crofton;CAN;POINT (-123.6276 48.86313386799998)
USSUL;Port Sulphur;USA;POINT (-89.68470000000002 29.459733868)
USANZ;Antioch;USA;POINT (-121.8172 38.022933868)
USMZZ;Marion;USA;POINT (-70.7611 41.69453386800001)
CAYQI;Yarmouth;CAN;POINT (-66.12580000000003 43.82593386799999)
USMJG;Morristown;USA;POINT (-75.65679999999998 44.58853386800001)
CAZEB;Zeballos;CAN;POINT (-126.8491 49.98513386799999)
USKTN;Ketchikan;USA;POINT (-131.631 55.32973386800001)
USEOW;Edmonds;USA;POINT (-122.3796 47.82173386800002)
DKORE;Orehoved;DNK;POINT (11.85270000000003 54.95613386799999)
DKVOR;Vordingborg;DNK;POINT (11.90309999999999 54.97793386799998)
SELIM;Limhamn;SWE;POINT (12.90410000000003 55.56033386799999)
GBAYR;Ayr;GBR;POINT (-4.649299999999982 55.46173386800001)
GRKLM;Kalamaki;GRC;POINT (23.00569999999999 37.85823386800001)
ITVIE;Vieste;ITA;POINT (16.17090000000002 41.88693386800003)
HRSEN;Senj;HRV;POINT (14.8997 44.988933868)
FRLPE;La Pallice;FRA;POINT (-1.237199999999973 46.16823386800002)
NOLAD;Langesund;NOR;POINT (9.738299999999981 58.99673386799998)
SEPAS;Paskallavik;SWE;POINT (16.4683 57.17393386800001)
USGYY;Gary;USA;POINT (-87.42809999999997 41.65033386800002)
CAAMH;Amherstburg;CAN;POINT (-83.10750000000002 42.09793386799998)
USBNC;Benicia;USA;POINT (-122.1635 38.05133386799997)
USFOB;Fort Bragg;USA;POINT (-123.814 39.45053386799998)
USHVN;New Haven;USA;POINT (-72.90710000000001 41.27633386799999)
ZAMZY;Mossel Bay;ZAF;POINT (22.14210000000003 -34.17326613199998)
TZKIK;Kilwa Kivinje;TZA;POINT (39.41050000000001 -8.747966131999988)
JPMAI;Maizuru;JPN;POINT (135.3100351750001 35.45382815599999)
LKKAY;Kayts;LKA;POINT (79.86810000000003 9.699533868000003)
PYENO;Encarnacion;PRY;POINT (-55.87799999999999 -27.33726613200002)
VECBL;Ciudad Bolivar;VEN;POINT (-63.5412 8.14433386799999)
NONSB;Nesseby;NOR;POINT (28.89449999999999 70.15113386799999)
GBAPP;Appledore;GBR;POINT (-4.241199999999992 51.04773386800002)
GBRMG;Ramsgate;GBR;POINT (1.42489999999998 51.340833868)
GBPAD;Padstow;GBR;POINT (-4.935900000000004 50.54933386800002)
GBHAM;Hamble;GBR;POINT (-1.311800000000005 50.82423386800002)
NLMST;Maastricht;NLD;POINT (5.699900000000014 50.85853386799999)
GBBRW;Bridgwater;GBR;POINT (-2.998400000000004 51.12553386799999)
BEZEE;Zeebrugge;BEL;POINT (3.197900000000004 51.337233868)
GBNPT;Newport;GBR;POINT (-2.983699999999999 51.571133868)
DEEMM;Emmerich;DEU;POINT (6.240900000000011 51.831333868)
IEWAT;Waterford;IRL;POINT (-7.100000000000023 52.26283386799997)
IETRA;Tralee;IRL;POINT (-9.722300000000018 52.26473386800001)
DEELS;Elsfleth;DEU;POINT (8.480700000000013 53.242133868)
GBWRN;Warrington;GBR;POINT (-2.586599999999976 53.38733386799998)
TNGAE;Gabes;TUN;POINT (10.1053 33.91773386800003)
MARBA;Rabat;MAR;POINT (-6.823300000000017 34.05373386799999)
JPMAG;Mategata;JPN;POINT (132.90878746 34.11781964699998)
JPOMS;Miyaura;JPN;POINT (132.994844952 34.24882398699998)
JPTOB;Toba;JPN;POINT (136.843702354 34.48844823100001)
DZMOS;Mostaganem;DZA;POINT (0.07830000000001291 35.937533868)
DZDEL;Dellys;DZA;POINT (3.879700000000014 36.92353386799999)
THKBV;Krabi;THA;POINT (98.91879316400002 8.055491829000005)
JPKRE;Kure;JPN;POINT (132.5339 34.23893386999998)
STSAA;Santo Antonio;STP;POINT (7.425099999999986 1.648933867999972)
PHBLU;Zamboanga;PHL;POINT (122.071550249 6.905143348000024)
PHMXI;Mati;PHL;POINT (126.236246582 6.939249125999993)
PGBNA;Buna;PNG;POINT (148.3991 -8.667766131999997)
NZBLU;Bluff;NZL;POINT (168.3549 -46.61106613200002)
AUKGC;Kingscote;AUS;POINT (137.6323 -35.64426613199998)
AUBME;Broome;AUS;POINT (122.2269 -17.97556613199998)
PESJA;San Juan;PER;POINT (-75.16550000000001 -15.36626613200002)
BRIOS;Ilheus;BRA;POINT (-39.03210000000001 -14.78146613199999)
BRAJU;Aracaju;BRA;POINT (-37.05309999999997 -10.90806613199999)
PFTAI;Taiohae;PYF;POINT (-140.0551 -8.939266132)
MYMYY;Miri;MYS;POINT (113.9689 4.381133868000006)
MYBWH;Bagan Luar;MYS;POINT (100.3421 5.410933867999972)
MYSDK;Sandakan;MYS;POINT (118.1167 5.838033868000025)
MHTAR;Taroa;MHL;POINT (171.2338999999999 8.715733867999973)
TRANA;Anamur;TUR;POINT (32.85770000000002 36.05263386799999)
VEPMP;Pampatar;VEN;POINT (-63.7894 11.00973386800001)
PHJNZ;Jimenez;PHL;POINT (123.856583386 8.333373834999975)
CNWNZ;Wenzhou;CHN;POINT (120.6517 28.02533386800002)
JPHMD;Hamada;JPN;POINT (132.0499 34.87263386799998)
TREDK;Edincik;TUR;POINT (27.84129999999999 40.35893386800001)
ROMAG;Mangalia;ROU;POINT (28.59429999999998 43.81483386799999)
AURAB;Rapid Bay;AUS;POINT (138.1957 -35.52366613200002)
AUPPI;Port Pirie;AUS;POINT (138.0121 -33.16856613200002)
AUPUG;Port Augusta;AUS;POINT (137.7665 -32.489066132)
AUGET;Geraldton;AUS;POINT (114.5965 -28.77426613199998)
JPABU;Aburatsu;JPN;POINT (131.4065000000001 31.57143386799999)
JPMIN;Minamata;JPN;POINT (130.3937 32.21003386799998)
JPSSB;Sasebo;JPN;POINT (129.7275 33.161033868)
JPKAR;Karatsu;JPN;POINT (129.9493 33.46633386799999)
JPAKE;Akkeshi;JPN;POINT (144.8621000000001 43.034933868)
AUDRW;Darwin;AUS;POINT (130.8377 -12.42826613199998)
SGTPG;Tanjong Pagar;SGP;POINT (103.8385 1.265033867999989)
MYSMM;Semporna;MYS;POINT (118.6081 4.478233868000018)
BNBWN;Bandar Seri Begawan;BRN;POINT (114.9455 4.886133868000002)
SRPRM;Paranam;SUR;POINT (-55.09219999999999 5.609333868000022)
GYGFO;Bartica;GUY;POINT (-58.61279999999999 6.399133867999979)
PHPHD;Port Holland;PHL;POINT (121.8677 6.545733868000013)
INQUI;Quilon;IND;POINT (76.5881 8.872533868000005)
PHTLG;Tolong;PHL;POINT (122.8009100519999 9.364992148999988)
VECZE;Coro;VEN;POINT (-69.59820000000002 11.45713386800003)
INCDL;Cuddalore;IND;POINT (79.78449999999998 11.75733386799999)
JPMNG;Matsunaga;JPN;POINT (133.2578999999999 34.43973386800002)
JPHIB;Hibi;JPN;POINT (133.9290999999999 34.44873386799998)
JPYKK;Yokkaichi;JPN;POINT (136.6337 34.96253386799998)
JPISM;Ishinomaki;JPN;POINT (141.3175 38.41213386800001)
CNDLC;Dalian;CHN;POINT (121.6133 38.92683386800002)
RUBEM;Belomorsk;RUS;POINT (34.78210000000001 64.52393386799997)
BRPET;Pelotas;BRA;POINT (-52.33609999999999 -31.78926613200002)
VEPYH;Puerto Ayacucho;VEN;POINT (-67.64350000000002 5.663133867999989)
CNAQG;Anqing;CHN;POINT (117.0393 30.493933868)
CNTOL;Tongling;CHN;POINT (117.7769 30.94813386800001)
BRSSZ;Santos;BRA;POINT (-46.30689999999998 -23.92766613200001)
CRCAL;Caldera;CRI;POINT (-84.71690000000001 9.904333867999981)
MXLZC;Lazaro Cardenas;MEX;POINT (-102.1623 17.91523386799997)
MXZLO;Manzanillo;MEX;POINT (-104.33 19.05013386799999)
MXMZT;Mazatlan;MEX;POINT (-106.4244 23.17393386800001)
ARQQN;Quequen;ARG;POINT (-58.7038 -38.57746613199998)
BRITJ;Itajai;BRA;POINT (-48.65499999999997 -26.90536613199998)
CLANF;Antofagasta;CHL;POINT (-70.40370000000001 -23.64956613200002)
BRVIX;Vitoria;BRA;POINT (-40.34589999999997 -20.32816613199998)
MGVVB;Mahanoro;MDG;POINT (48.8193 -19.91506613199999)
PACTB;Cristobal;PAN;POINT (-79.90519999999998 9.347133868000014)
CLQMC;Quemchi;CHL;POINT (-73.4769 -42.14286613199999)
IDPEX;Pekalongan;IDN;POINT (109.6983 -6.856066132000024)
PHCBO;Cotabato;PHL;POINT (124.232253915 7.238499139999988)
SVLLD;La Libertad;SLV;POINT (-89.31970000000001 13.48133386799998)
TRFIN;Finike;TUR;POINT (30.14690000000002 36.28053386800002)
VICTD;Christiansted;VIR;POINT (-64.69850000000002 17.753433868)
UYNVP;Nueva Palmira;URY;POINT (-58.41699999999997 -33.85896613199998)
IDLUW;Luwuk;IDN;POINT (122.7949 -0.945266131999972)
IDSBG;Sabang;IDN;POINT (95.32249999999999 5.886333868000008)
CUQMA;Matanzas;CUB;POINT (-81.55849999999998 23.05133386799997)
CLTOQ;Tocopilla;CHL;POINT (-70.19009999999997 -22.07936613200002)
VECUP;Carupano;VEN;POINT (-63.25240000000002 10.67313386799998)
DMPOR;Portsmouth;DMA;POINT (-61.46609999999998 15.57133386800001)
MXCOA;Coatzacoalcos;MEX;POINT (-94.4083 18.13373386799998)
PRMAZ;Mayaguez;PRI;POINT (-67.15190000000001 18.20173386800002)
BSASD;Andros Town;BHS;POINT (-77.80250000000001 24.71173386800001)
BSNAS;Nassau;BHS;POINT (-77.33370000000002 25.07713386799998)
TRGOR;Gorele;TUR;POINT (39.00170000000003 41.03373386800001)
ARCMP;Campana;ARG;POINT (-58.9615 -34.15836613200003)
ARZAE;Zarate;ARG;POINT (-59.03480000000002 -34.081466132)
ARROS;Rosario;ARG;POINT (-60.63959999999997 -32.93956613199998)
ARDME;Diamante;ARG;POINT (-60.65210000000002 -32.06986613200002)
PEILQ;Ilo;PER;POINT (-71.34890000000001 -17.65156613200003)
GBECS;Eccles;GBR;POINT (-2.358099999999979 53.44423386800003)
PEPIO;Pisco;PER;POINT (-76.22070000000002 -13.722766132)
COTCO;Tumaco;COL;POINT (-78.80180000000001 1.806733867999981)
CUGYB;Guayabal;CUB;POINT (-77.6198 20.69553386799998)
CLWCA;Castro;CHL;POINT (-73.75880000000001 -42.48686613199999)
JMPEV;Port Esquivel;JAM;POINT (-77.13339999999999 17.88413386799999)
CUCAS;Casilda;CUB;POINT (-79.98309999999998 21.75123386799999)
CLARI;Arica;CHL;POINT (-70.32830000000001 -18.48246612999998)
QADOH;Doha;QAT;POINT (51.52706188399998 25.29168283299998)
NGPHC;Port Harcourt;NGA;POINT (7.003899999999987 4.777533867999978)
MRNDB;Nouadhibou;MRT;POINT (-17.054204572 20.90147683499998)
MZPOL;Pemba;MOZ;POINT (40.51010000000002 -13.00486613200002)
IDKAT;Kalianget;IDN;POINT (113.963707239 -7.035033005999992)
IDBXT;Bontang;IDN;POINT (117.476150974 0.1004622969999787)
LRUCN;Buchanan;LBR;POINT (-10.050804164 5.861224809000021)
SNZIG;Ziguinchor;SEN;POINT (-16.2586 12.58853386800001)
TGKPE;Kpeme;TGO;POINT (1.500499999999988 6.198733867999977)
IRJAK;Jask;IRN;POINT (57.78269999999998 25.65083386800001)
DOBCC;Boca Chica;DOM;POINT (-69.62846199500001 18.44469646900001)
DEWVN;Wilhelmshaven;DEU;POINT (8.122900000000016 53.52533386800002)
GBFLE;Fleetwood;GBR;POINT (-3.011500000000012 53.92103386799999)
TRISK;Iskenderun;TUR;POINT (36.187492212 36.59349864699999)
GBBNG;Bangor;GBR;POINT (-5.653200000000027 54.66913386800002)
DEGEL;Gelting;DEU;POINT (9.908900000000017 54.76783386800003)
SETOV;Torekov;SWE;POINT (12.63170000000002 56.42593386800002)
GBCLR;Coleraine;GBR;POINT (-6.674300000000017 55.14033386800003)
DKSAX;Sakskobing;DNK;POINT (11.61810000000003 54.814133868)
DKHOR;Horsens;DNK;POINT (9.863299999999981 55.85823386800001)
GBABD;Aberdeen;GBR;POINT (-2.087899999999991 57.141333868)
NOHAL;Halden;NOR;POINT (11.35629999999998 59.11953386800002)
NOFRK;Fredrikstad;NOR;POINT (10.95850000000002 59.20673386800001)
SEVAN;Vanersborg;SWE;POINT (12.32810000000001 58.36673386799998)
FISKB;Skogby;FIN;POINT (23.30689999999998 59.91433386800003)
SEHAK;Hallstavik;SWE;POINT (18.58890000000002 60.05293386800003)
FIRAU;Rauma;FIN;POINT (21.47230000000002 61.136133868)
SEHUV;Hudiksvall;SWE;POINT (17.12490000000003 61.722433868)
FITOR;Tornio;FIN;POINT (24.15870000000001 65.863733868)
SEBAT;Batskarsnas;SWE;POINT (23.4169 65.79933386800002)
FRSET;Sete;FRA;POINT (3.692499999999995 43.40273386799998)
SETHN;Trollhattan;SWE;POINT (12.3107 58.288333868)
PGDAU;Daru;PNG;POINT (143.2023 -9.068766132000007)
CAPCR;Port Credit;CAN;POINT (-79.57850000000002 43.54683386800002)
CABLV;Belleville;CAN;POINT (-77.37580000000003 44.152233868)
USKWH;Kawaihae;USA;POINT (-155.8253 20.03233386800002)
USPFN;Panama City;USA;POINT (-85.65789999999998 30.15133386799999)
USMLG;Moss Landing;USA;POINT (-121.7877 36.79933386800002)
USRCH;Richmond;USA;POINT (-122.4097 37.93343386800001)
IEFEN;Fenit;IRL;POINT (-9.850300000000004 52.28233386800002)
USWWO;Westwego;USA;POINT (-90.1388 29.91653386799999)
CACHR;Chandler;CAN;POINT (-64.68490000000003 48.339933868)
CAVIC;Victoria;CAN;POINT (-123.3689 48.434833868)
USNWL;Nawiliwili;USA;POINT (-159.3557 21.94923386800002)
USBRO;Brownsville;USA;POINT (-97.49869999999999 25.894733868)
USSCZ;Santa Clara;USA;POINT (-121.9364 37.37733386799999)
USSCK;Stockton;USA;POINT (-121.3354 37.95533386800003)
GBIVG;Invergordon;GBR;POINT (-4.176600000000008 57.68763386799998)
ESRIB;Ribadeo;ESP;POINT (-7.033999999999992 43.533333868)
ITATX;Arbatax;ITA;POINT (9.7029 39.94063386800002)
GRTSO;Thasos;GRC;POINT (24.7303 40.78453386799998)
IESLI;Sligo;IRL;POINT (-8.480000000000018 54.27793386799999)
PLGDN;Gdansk;POL;POINT (18.67090000000002 54.41053386800002)
GBDTM;Dartmouth;GBR;POINT (-3.579999999999984 50.35093386800003)
