id_puerto;nom_puerto;abreviatura_pais;geometry
DETRV;Travemunde;DEU;POINT (10.8793 53.958133868)
USELZ;Elizabeth;USA;POINT (-76.21620000000001 36.29393386800001)
FRSML;St Malo;FRA;POINT (-2.018700000000024 48.64553386799997)
GRSTI;Stratoni;GRC;POINT (23.83010000000002 40.51003386799999)
NOTRY;Tranoy;NOR;POINT (15.65230000000003 68.18173386799998)
PTFDF;Figueira Da Foz;PRT;POINT (-8.860299999999995 40.14933386799999)
IDTJB;Kuala Tanjung;IDN;POINT (99.44868154800002 3.360566850999987)
CAHSP;Havre St Pierre;CAN;POINT (-63.5985 50.231033868)
USNEY;Newbury;USA;POINT (-70.85660000000001 42.80933386800001)
NLIJM;Ijmuiden;NLD;POINT (4.591099999999983 52.46213386800002)
SEVVK;Vastervik;SWE;POINT (16.65390000000002 57.75923386800002)
EGAZA;Abu Zenima;EGY;POINT (33.1191 29.04313386799998)
NOLER;Lervik;NOR;POINT (5.500900000000001 59.788333868)
ESFER;El Ferrol;ESP;POINT (-8.232899999999972 43.47963386800001)
JPMYJ;Matsuyama;JPN;POINT (132.7141 33.86093387)
PHLGP;Legazpi;PHL;POINT (123.75644332 13.14365669)
ILETH;Elat;ISR;POINT (34.95589999999999 29.54903386799998)
JPCHB;Chiba;JPN;POINT (140.092217249 35.57636043399998)
RUDYR;Anadyr;RUS;POINT (177.5237 64.73613386800002)
JPKNZ;Kanazawa;JPN;POINT (136.5919 36.601733868)
JPURG;Uraga;JPN;POINT (135.9025 33.55623386799999)
JPSUZ;Suzaki;JPN;POINT (133.2885 33.38053386799999)
JPOMT;Ominato;JPN;POINT (141.1803 41.279933868)
SALIT;Lith;SAU;POINT (40.24930000000001 20.15033386800002)
JPKIJ;Niigata;JPN;POINT (139.0647 37.92613386800002)
IDTUB;Tandjung Uban;IDN;POINT (104.2223 1.064733868000019)
TTPTP;Pointe A Pierre;TTO;POINT (-61.45960000000002 10.31553386799999)
BSCLP;Clifton Point;BHS;POINT (-77.55970000000002 25.01213386799998)
ARMDQ;Mar Del Plata;ARG;POINT (-57.54750000000001 -38.000166132)
VEPHO;Puerto De Hierro;VEN;POINT (-62.07990000000001 10.63193386799998)
ARSNS;San Nicolas De Los Los Arroyos;ARG;POINT (-60.22640000000001 -33.32076613200002)
COPOC;Pozos Colorados;COL;POINT (-74.2242 11.14573386799998)
IDPAP;Pare Pare;IDN;POINT (119.6045 -4.014566129999992)
IDPGX;Pangkal Balam;IDN;POINT (106.1311 -2.101466130000006)
IRZBR;Chah-Bahar;IRN;POINT (60.6191 25.30093386800002)
GBGLD;Glasson Dock;GBR;POINT (-2.836999999999989 54.00153386800002)
USBNB;Burns Harbour;USA;POINT (-87.13900000000001 41.628433868)
ZASMN;Simonstown;ZAF;POINT (18.43169999999998 -34.187466132)
VNHAN;Hanoi;VNM;POINT (105.8621 21.02933386799998)
GPPTP;Pointe-aÂ-Pitre;GLP;POINT (-61.53680000000003 16.24843386800001)
CADHS;Dalhousie;CAN;POINT (-79.25549999999998 43.20193386800003)
TRYUM;Yumurtalik Bay;TUR;POINT (35.78649999999999 36.77223386999998)
USNKI;Nikiski;USA;POINT (-151.4019 60.67973386800003)
USKBA;Kings Bay;USA;POINT (-81.52480000000003 30.80653386799997)
CACLC;Clark City;CAN;POINT (-66.63260000000002 50.18553386799999)
GESUI;Sukhumi;GEO;POINT (40.99067687600001 42.99385010999998)
DESTS;Stadersand;DEU;POINT (9.545299999999997 53.61613386800002)
JPHIJ;Hiroshima;JPN;POINT (132.448197058 34.35091188400003)
EGAUE;Abu Rudeis;EGY;POINT (33.18310000000002 28.90733386800002)
MAEUN;Laayoune;ESH;POINT (-13.41449999999998 27.09803386800002)
VNHPH;Haiphong;VNM;POINT (106.6905 20.86833386799998)
AUHPT;Haypoint;AUS;POINT (149.2729 -21.281666132)
MYTMI;Tanjong Mani;MYS;POINT (111.3489 2.152733867999984)
JPAIN;Ainoura;JPN;POINT (129.6309 33.18763386799998)
PRPYA;Port Yabucoa;PRI;POINT (-65.83269999999999 18.04573386800001)
AIBLP;Blowing Point;AIA;POINT (-63.08629999999999 18.18043386800002)
ARCOU;Concepcion Del Uruguay;ARG;POINT (-58.21300000000002 -32.49556613200002)
IDMRK;Tanjung Sekong;IDN;POINT (106.004061159 -5.91397871700002)
IDSSO;Pangkalang Susu;IDN;POINT (98.21273730199999 4.121974089999981)
FOTHO;Thorshavn;FRO;POINT (-6.758600000000001 62.01503386799999)
DKARK;Aeroskobing;DNK;POINT (10.41829999999999 54.885933868)
LYTOB;Tobruq;LBY;POINT (23.98271304000002 32.07809750000001)
CARDL;Riviere Du Loup;CAN;POINT (-69.553 47.84573386800002)
PTVDP;Vila Do Porto;PRT;POINT (-25.15089999999998 36.94233386799999)
FRNOU;Port La Nouvelle;FRA;POINT (3.053699999999992 43.01593386799999)
ESVIL;Villagarcia  (De Arosa);ESP;POINT (-8.765499999999975 42.601733868)
CATWI;Twillinggate;CAN;POINT (-54.77210000000002 49.62953386800001)
NLVEL;Velsen;NLD;POINT (4.645100000000014 52.46773386799998)
USHDC;Havre De Grace;USA;POINT (-76.08550000000002 39.531533868)
FRBOL;Boulogne Sur Mer;FRA;POINT (1.600099999999998 50.73053386800001)
JPYOK;Yokohama;JPN;POINT (139.673405566 35.42804123600001)
JPAOJ;Aomori;JPN;POINT (140.7665 40.831333868)
LYESI;Es Sider;LBY;POINT (18.365578497 30.63659923099999)
RUPSE;Posyet;RUS;POINT (130.8147 42.65433386799998)
JPKMI;Miyazaki;JPN;POINT (131.4301 31.89333386800001)
MYSEJ;Sejingkat;MYS;POINT (110.4125 1.578133868000009)
INDWA;Dwarkar;IND;POINT (68.97809999999998 22.22913386800002)
RUMVO;Moskalvo;RUS;POINT (142.5367 53.57993386800001)
NISJS;San Juan Del Sur;NIC;POINT (-85.87810000000002 11.25053386799999)
SARAM;Ras Al Mishab;SAU;POINT (48.6121 28.11453386800002)
MQFDF;Fort-De-France;MTQ;POINT (-61.06200000000001 14.59433386799998)
AGSJO;St John'S;ATG;POINT (-61.85599999999999 17.11933386800001)
FOHUS;Husevig;FRO;POINT (-6.661000000000001 61.81833386800002)
HTPAP;Port-Au-Prince;HTI;POINT (-72.34769234999999 18.55614886000001)
IDSPA;Pandjang;IDN;POINT (105.317027206 -5.465495680999993)
FIKVH;Koverhar;FIN;POINT (23.22250000000003 59.851033868)
ZASDB;Saldanha Bay;ZAF;POINT (17.9495 -33.00816613199999)
PTVRL;Vila Real De Santo Antonio;PRT;POINT (-7.412599999999998 37.19423386800003)
GBSTH;St Helier;JEY;POINT (-2.099499999999978 49.18333386799998)
VNUIH;Qui Nhon;VNM;POINT (109.2405 13.76643386799998)
CAPCA;Port Cartier;CAN;POINT (-66.83659999999998 50.02353386800002)
CAPBQ;Port Aux Basques;CAN;POINT (-59.15050000000002 47.56423386799997)
CAPME;Port Menier;CAN;POINT (-64.35430000000002 49.80693386799999)
BHSIT;Sitra;BHR;POINT (50.651647217 26.15067254000002)
JPTAK;Takamatsu;JPN;POINT (134.068552148 34.35788663300002)
ISVES;Vestmannaeyjar - Hofn;ISL;POINT (-20.2688 63.44513386800003)
GBKLN;King'S Lynn;GBR;POINT (0.3673000000000002 52.79073386800002)
BEBGS;Bruges;BEL;POINT (3.232300000000009 51.22463386800001)
GBPMD;Portmadoc;GBR;POINT (-4.130299999999977 52.93013386799998)
CNCWN;Chiwan;CHN;POINT (113.8847 22.46713386800002)
SGJUR;Jurong;SGP;POINT (103.7189 1.304533868000021)
JPHSM;Hosojima;JPN;POINT (131.6675 32.43613386800001)
CUSCU;Santiago De Cuba;CUB;POINT (-75.83449999999999 20.02893386800002)
IDSEQ;Sungai Pakning;IDN;POINT (102.1633 1.35073386800002)
TRBDM;Bandirmar;TUR;POINT (27.97789999999998 40.36533386799999)
LYRLA;Ras Lanuf;LBY;POINT (18.56955586200002 30.49817813499999)
SARAR;Ras Al Khafji;SAU;POINT (48.51549999999997 28.41133386799999)
IDPAK;Pakan Baru;IDN;POINT (101.4539 0.5446338680000054)
MXSJC;San Juan De La Costa;MEX;POINT (-110.6786 24.39533386800002)
CUHAV;Habana;CUB;POINT (-82.34840000000003 23.14223386800001)
MZMZQ;Mocambique;MOZ;POINT (40.73110000000003 -15.03446613199998)
KMMUT;Mutsamudu;COM;POINT (44.39270854 -12.16743554599998)
TGANE;Anecho;TGO;POINT (1.585100000000011 6.216533867999999)
CIASS;Assinie;CIV;POINT (-3.276200000000017 5.121533867999972)
GBMID;Middlesborough;GBR;POINT (-1.228999999999985 54.58753386799998)
SESOG;Soderkoping;SWE;POINT (16.32369999999997 58.49293386800002)
SESMD;Stromstad;SWE;POINT (11.18369999999999 58.93113386800002)
NOLOP;Loppa;FRO;POINT (-6.772100000000023 61.46273386799999)
SAGIZ;Gizan;SAU;POINT (42.53449999999998 16.89833386800001)
IRBKM;Bandar Khomeini;IRN;POINT (49.08749999999998 30.43873386799999)
CAGCA;Gros Cacouna;CAN;POINT (-69.4984 47.92513386799999)
ESAQE;Alcacer;ESP;POINT (0.5160999999999945 40.53023386799998)
CABCO;Baie Comeau;CAN;POINT (-68.14429999999999 49.20993386800001)
USMEB;Monument;USA;POINT (-70.62259999999998 41.72773386799997)
CASJF;St Johns;CAN;POINT (-52.70620000000002 47.57143386799999)
JPKOM;Komatsujima;JPN;POINT (134.6002999999999 34.00233386999997)
AERKT;Ras Al Khaimah;ARE;POINT (55.9461 25.79233386999999)
INNPT;Nagapattinam;IND;POINT (79.85430000000002 10.76533386800003)
SAALK;Al Khobar;SAU;POINT (50.22570000000002 26.27583386800001)
JPIZS;Izumisano;JPN;POINT (135.3229 34.41523386799997)
TRBCE;Buyukcekmece;TUR;POINT (28.58909999999997 41.02303386800003)
GEBUS;Batumi;GEO;POINT (41.65089999999998 41.653333868)
GEPTI;Poti;GEO;POINT (41.65210000000002 42.15033386800002)
AUBTB;Botany Bay;AUS;POINT (151.1825 -33.94926613199999)
CLBAR;Barquito;CHL;POINT (-70.65179999999998 -26.35326613199999)
INCOO;Coondapur;IND;POINT (74.69650000000001 13.628433868)
JPNGS;Nagasaki;JPN;POINT (129.8629 32.753433868)
RUKEM;Kem;RUS;POINT (34.5881 64.94373386799998)
BRRIO;Rio De Janeiro;BRA;POINT (-43.20409999999998 -22.89686613200001)
IDTNJ;Tanjung Pinang;IDN;POINT (104.4485 0.9282338680000066)
BMSGE;St Georges;BMU;POINT (-64.68020000000001 32.36453386800002)
CUSCS;Santa Cruz Del Sur;CUB;POINT (-77.9941 20.70433386799999)
SETOE;Tore;SWE;POINT (22.63529999999997 65.91383386799998)
MXMRE;Morro Redondo;MEX;POINT (-115.1777 28.05113386800002)
CLCLR;Clarencia;CHL;POINT (-70.10680000000002 -52.902366132)
PAPBM;Bahia De Las Minas;PAN;POINT (-79.81299999999999 9.403733868000018)
VUVLI;Port Vila;VUT;POINT (168.3205 -17.75096613199997)
EGADA;Adabiya;EGY;POINT (32.4735 29.86533386799999)
TRGCK;Gocek;TUR;POINT (28.94362256099998 36.75631761099999)
BJPTN;Port Novo;BEN;POINT (2.617700000000013 6.459933868000007)
ISTEY;Thingeyri;ISL;POINT (-23.44909999999999 65.88353387000001)
SEGOT;Goteborg;SWE;POINT (11.96269999999998 57.70433386799999)
ISPAT;Patreksfjordur - Hofn;ISL;POINT (-23.97480000000002 65.57933386799999)
CIGLU;Grand Lahou;CIV;POINT (-5.000299999999982 5.13153386800002)
SEFSD;Farosund;SWE;POINT (19.06909999999999 57.86323386800001)
IEBYT;Bantry Bay;IRL;POINT (-9.464800000000025 51.68373386799999)
NOLKV;Leksvik;NOR;POINT (10.71089999999998 63.84253386799998)
SESAK;Sandvik;SWE;POINT (23.78750000000002 65.72913386800002)
PTVDC;Viana Do Castelo;PRT;POINT (-8.821300000000008 41.69063386800002)
JPIMB;Imabari;JPN;POINT (133.0117 34.06973386999999)
AULDH;Lord Howe Is;AUS;POINT (159.0881000000001 -31.54356613200002)
BRSFS;Sao Francisco Do Sul;BRA;POINT (-48.63819999999998 -26.23836613200001)
INKRK;Karikal;IND;POINT (79.85669999999999 10.92513386799999)
PHBCD;Bacolod;PHL;POINT (122.9443 10.67183386800002)
LYZUA;Zuara;LBY;POINT (12.11743698399999 32.92269606600001)
JPKCZ;Kochi;JPN;POINT (133.5637 33.54323386800002)
KPNAM;Nampo;PRK;POINT (125.4391000000001 38.75233386799999)
LYLMQ;Marsa El Brega;LBY;POINT (19.585162561 30.40922031999997)
LYSRT;Sirte;LBY;POINT (16.58037523799999 31.21142741400001)
LYZUE;Zueitina;LBY;POINT (20.07855930199997 30.89596662399998)
LYZAW;Zawia Terminal;LBY;POINT (12.67760113000003 32.79147818000001)
TRBAK;Bakirkoy;TUR;POINT (28.8229 40.96393386800003)
FISTR;Stromma;FIN;POINT (22.8931 60.180733868)
INCAM;Cambay;IND;POINT (72.60890000000001 22.30933386800001)
JPYUR;Yura;JPN;POINT (135.1171000000001 33.95753386799998)
JPHMM;Hamamatsu;JPN;POINT (137.620268591 34.69695981299998)
LYMRA;Misurata;LBY;POINT (15.21416327999998 32.35766008000002)
CNLYG;Lianyungang;CHN;POINT (119.4580999999999 34.73173386799999)
CNRZH;Rizhao;CHN;POINT (119.4305000000001 35.32313386800001)
INPRT;Paradip;IND;POINT (86.6943 20.28193386800001)
SAJUB;Jubail;SAU;POINT (49.66030000000001 27.01673386800002)
VELCV;La Ceiba / Maracaibo L;VEN;POINT (-71.58969999999999 10.70053386799998)
PEPAM;Paramonga;PER;POINT (-77.84010000000001 -10.690166132)
CYLAT;Latchi;CYP;POINT (32.4479 35.04953386800003)
MYTAN;Telok Anson;MYS;POINT (101.0203 4.025333868000018)
TRAMB;Ambarli;TUR;POINT (28.69569999999999 40.97633386799998)
VEBAV;Bachaquero / Maracaibo L;VEN;POINT (-71.13929999999999 9.925933868000016)
CRSJO;San Jose;GTM;POINT (-90.82659999999998 13.91893386800001)
PRGUX;Guanica Harbour;PRI;POINT (-66.88139999999999 17.954533868)
MGPSL;Port Saint Louis;MDG;POINT (48.84383594299999 -13.091561383)
PHSFS;Subic Bay;PHL;POINT (120.293344455 14.82309551100002)
CATHD;Thorold;CAN;POINT (-79.113 43.04453386799997)
CASEI;Sept Iles (Seven Is.);CAN;POINT (-66.363 50.18403386799997)
AUMIB;Milner Bay;AUS;POINT (136.4185 -13.95576613200001)
USALG;Algonac;CAN;POINT (-82.51830000000001 42.61653386799998)
NOVVY;Vestvagoy;NOR;POINT (13.79329999999999 68.16493386799999)
GBPTA;Point Of Ayre;IMY;POINT (-4.367200000000025 54.41893386800001)
BRNTR;Niteroi;BRA;POINT (-42.13150000000002 -22.88076613200002)
CUGUB;Guantanamo Bay;CUB;POINT (-75.1542 19.98093386800002)
EGZEI;Zeit Bay;EGY;POINT (33.60000000000002 27.83330000000001)
JPKOK;Kokura;JPN;POINT (130.8795 33.90393386800002)
JPNAS;Naoshima;JPN;POINT (133.95405799 34.49251992199999)
NCDUS;Ducos;NCL;POINT (166.3959 -22.23826613199998)
PAELE;El Real;PAN;POINT (-77.84750000000003 8.201433867999981)
KPCHO;Chongjin;PRK;POINT (129.7599 41.74453386800002)
RUKER;Keret;RUS;POINT (33.57130000000001 66.277233868)
SAYNB;Yanbo;SAU;POINT (38.05470000000003 24.06953386800001)
VEPLA;Palua;VEN;POINT (-62.6755 8.365433868000025)
VIHOC;Hovic;VIR;POINT (-64.74520000000001 17.712233868)
VNDAD;Da Nang;VNM;POINT (108.2095 16.07143386799999)
ANKRA;Kralendijk;ANT;POINT (-68.27659999999997 12.14433386799999)
SERST;Rasta;SWE;POINT (18.00490000000002 59.33433386799999)
JPUKB;Kobe;JPN;POINT (135.225460614 34.67548697400002)
HRRJK;Rijeka Bakar;HRV;POINT (14.44029999999998 45.32643386799998)
GBPDI;Port Dinorwic;GBR;POINT (-4.22059999999999 53.18433386800001)
IRBUZ;Bushehr;IRN;POINT (50.82830000000001 28.97233386800002)
IDMLI;Malili;IDN;POINT (120.9815 -2.653666129999976)
USERQ;Eagle River;USA;POINT (-88.60379999999998 47.23273386800003)
CALHA;La Have;CAN;POINT (-64.35939999999999 44.28293386799999)
MYKEM;Kemaman;MYS;POINT (103.4779 4.254833867999992)
INNML;New Mangalore;IND;POINT (74.8245 12.93533386799999)
ECPBO;Puerto Bolivar;ECU;POINT (-80.0027 -3.236166131999994)
MYKUN;Kunak;MYS;POINT (118.2533 4.684033867999972)
VEBJV;Bajo Grande / Maracaibo L;VEN;POINT (-71.63159999999999 10.48053386800001)
CACLT;Carleton;CAN;POINT (-66.10750000000002 48.09133386799999)
USNOC;Norwich;USA;POINT (-72.08139999999997 41.32233386799999)
GBSVT;Silvertown;GBR;POINT (-0.05819999999999936 51.50483386799999)
NZBHE;Blenheim;NZL;POINT (174.0841 -41.65226613200002)
FIKUM;Kumlinge;FIN;POINT (20.75970000000001 60.24873386799999)
COLET;Leticia;BRA;POINT (-69.93869999999998 -4.205766132000008)
BNTAS;Tanjong Salirong;BRN;POINT (115.0991 4.87953386800001)
CVPGR;Porto Grande;CPV;POINT (-25 16.88353386799997)
CYVAS;Vassiliko;CYP;POINT (33.31349999999998 34.72053386800002)
CYDHK;Dhekelia;CYP;POINT (33.74990000000003 34.97453386799998)
EGHRG;Hurghada;EGY;POINT (33.84570000000002 27.23243386799999)
IRRBA;Ras Bahrgan;IRN;POINT (50.33569999999997 29.726733868)
IQKAZ;Khor Al Zubair;IRQ;POINT (47.88690000000003 30.18703386999999)
JPASJ;Amamioshima;JPN;POINT (130.5651 31.56393386799999)
JPTOK;Tokachi;JPN;POINT (143.3149 42.25013386799998)
KHKOS;Kompongsom;KHM;POINT (103.5217 10.60433386800003)
MXCAT;Cayo Arcas Terminal;MEX;POINT (-92 20.18333386799998)
MYPEN;Penang;MYS;POINT (100.3183 5.366233867999995)
NRINU;Nauru Island;NRU;POINT (166.9379 -0.5347661320000157)
PGBUA;Buka;PNG;POINT (154.6643 -5.435166132000006)
KPREM;Bumpyo;PRK;POINT (127.5415 39.77443386800002)
ECEBL;Balao;ECU;POINT (-79.72770000000003 1.026333867999995)
JPTOY;Toyama;JPN;POINT (137.22827981 36.75781069499999)
FIPAR;Parainen;FIN;POINT (22.30349999999999 60.29733386800001)
EGKOS;Kosseir;EGY;POINT (34.28190000000001 26.09953386799998)
USHNT;Hunting;USA;POINT (-117.9867 33.64333386800001)
GBLHE;Loch Ewe;GBR;POINT (-5.596000000000004 57.84303386800002)
AURBU;Roebourne;AUS;POINT (117.1743 -20.684066132)
CABAM;Bamberton;CAN;POINT (-123.5191 48.582233868)
USXMO;San Clemente;USA;POINT (-118.4312 32.81613386800001)
USCAI;Castle Island;USA;POINT (-133.1644 56.63923386800002)
FITAI;Tammisaari;FIN;POINT (23.43189999999998 59.97813386799999)
TWHUN;Hualien;CHN;POINT (121.6241 23.98973386799997)
CYMOI;Moni Anchorage;CYP;POINT (33.15429999999998 34.71073386799998)
EGWAF;Wadi Feiran;EGY;POINT (33.2165 28.72933386800003)
GRRHO;Rhodes;GRC;POINT (28.23989999999998 36.43533386799999)
INCCN;Cape Comorin;IND;POINT (77.55849999999998 8.100233867999975)
PKKHI;Karachi;PAK;POINT (66.978561566 24.83423709099998)
KRINC;Inchon;KOR;POINT (126.6093 37.45913386799998)
PTLEI;Leixoes;PRT;POINT (-8.702200000000005 41.18653386800003)
CAMBR;Main Brook;SUR;POINT (-56.07659999999998 5.160233867999978)
SEKAS;Karskar;SWE;POINT (17.27550000000002 60.68093386800001)
VNNGT;Nghe Tinh;VNM;POINT (105.7081 18.64363386799999)
INVTZ;Vishakhapatnam;IND;POINT (83.31049999999999 17.70333386800002)
USHQM;Hoquiam-Aberdeen Apt;USA;POINT (-123.9234 46.97213386800001)
USNEW;Destrehan;USA;POINT (-90.0677 29.92733386800001)
USEWT;Ellsworth;USA;POINT (-68.8553 44.48213386800001)
ITPTF;Portofino;ITA;POINT (8.995299999999986 44.39313386800001)
FRGRN;Gravenchon;FRA;POINT (0.5276999999999816 49.47023386799998)
FRDKK;Dunkerque (Dunkirk);FRA;POINT (2.384099999999989 51.04933386800002)
BEHEX;Hemiksem (Hemixen);BEL;POINT (4.334099999999978 51.14313386800001)
GBBAD;Barry Dock;GBR;POINT (-3.28370000000001 51.39583386800001)
JPSKM;Shikama;JPN;POINT (134.658483069 34.78085376500002)
THSRI;Sriracha;THA;POINT (100.890677365 13.11357016699998)
JPOIT;Oita;JPN;POINT (131.687550879 33.27396512500002)
AUWEP;Westernport;AUS;POINT (145.2157 -38.37076613200003)
CAMAN;Mansonville;CAN;POINT (-67.58769999999998 48.85023386799998)
USSTR;Streator;USA;POINT (-90.31599999999997 29.93653386800003)
USKIN;Kings Mountain;USA;POINT (-73.96699999999998 41.90083386800001)
GBREB;Redcliff Bay;GBR;POINT (-2.816100000000006 51.47813386799999)
ITVTI;Voltri;ITA;POINT (8.912899999999979 44.41673386799999)
NZDGO;Doubtful Sound;NZL;POINT (166.8605 -45.285066132)
FIPRS;Pietarsaari;FIN;POINT (22.6891 63.68873386799999)
NLTEX;Texel;NLD;POINT (4.843299999999999 53.17753386800001)
BRVDC;Vila De Conde;BRA;POINT (-48.76159999999999 -1.547266132000004)
EGMAH;Mersa El Hamra;EGY;POINT (28.77749999999997 30.96213386800002)
IDTBN;Tubang;IDN;POINT (125.10018909 -1.760007359999975)
JPHAN;Hannan;JPN;POINT (135.349426941 34.46403377500002)
JPETA;Etajima;JPN;POINT (132.441821143 34.22440964899999)
JPFUT;Futajima;JPN;POINT (130.3825000000001 33.59773386799998)
JPMAT;Matsushima;JPN;POINT (129.6229 32.93193386799999)
MYJAM;Jambongan;MYS;POINT (103.7621 1.451433867999981)
YEPRM;Perim Island;;POINT (43.41649999999998 12.651533868)
BRSUA;Suape;BRA;POINT (-34.95780000000002 -8.397666131999983)
BRSPB;Bahia De Sepetiba;BRA;POINT (-43.82400000000001 -22.928866132)
CNZHA;Zhanjiang;CHN;POINT (110.4017 21.18923386799997)
TWSUO;Suao;CHN;POINT (121.8551 24.60243386799999)
CNZOS;Zhoushan;CHN;POINT (122.0987 30.00693386799998)
NZWAV;Waverley Harbour;NZL;POINT (174.6365 -39.83456613200002)
KROKP;Okpo;KOR;POINT (128.7483 34.891333868)
RUMEZ;Mezen;RUS;POINT (44.18009999999998 65.88633386800001)
USPIS;Port Isabel-Brownsville;USA;POINT (-97.21129999999999 26.07533386799997)
PLSOP;Sopot;POL;POINT (18.57409999999999 54.44283386799998)
AUTRB;Trial Bay;AUS;POINT (153.0575 -30.89176613199999)
CABEL;Belledune;CAN;POINT (-65.84629999999999 47.90273386799998)
USCPH;Cape Hatteras;USA;POINT (-75.53179999999998 35.22163386800003)
NOBKD;Brekstad;NOR;POINT (9.83929999999998 63.50533386799998)
GBLDY;Londonderry;GBR;POINT (-7.317700000000002 54.98823386800001)
DKENS;Enstedvaerkets Havn;DNK;POINT (9.444900000000018 55.02003386799998)
VCSVD;St Vincent;CPV;POINT (-25.012 16.875933868)
CYMPB;Gemikonagi;CYP;POINT (32.82330000000002 35.14283386800003)
ECCAT;Caleta Tagus;ECU;POINT (-91.3682 -0.2603661320000015)
EGGEI;Geisum Terminal;EGY;POINT (33.70870000000002 27.64573386799998)
GRYLI;Yali Island;GRC;POINT (27.12709999999998 36.663333868)
GRZAN;Zante;GRC;POINT (20.90230000000003 37.738733868)
GTPRQ;Puerto Quetzal;GTM;POINT (-90.78141498399998 13.92239122799998)
INRED;Redi;IND;POINT (73.65129999999999 15.73853386799999)
MXDBT;Dos Bocas Terminal;MEX;POINT (-93.16449999999998 18.61403386799998)
PTOPO;Porto;PRT;POINT (-16.33240000000001 33.04753386800002)
TRYAR;Yarimca;TUR;POINT (29.76389999999998 40.75693386799998)
TWTXG;Taichung;TWN;POINT (120.5077 24.23053386800001)
VEPCU;Punta Cuchillo;VEN;POINT (-62.76049999999998 8.336533868000004)
AEPRA;Port Rashid;ARE;POINT (55.27109999999999 25.25373386799998)
CNQZJ;Quanzhou;CHN;POINT (118.657477533 24.88054833199999)
GRAGT;Agio Theodoroi;GRC;POINT (23.0831 37.91733386800001)
DKEBJ;Esbjerg;DNK;POINT (8.432500000000005 55.46433386799998)
EGSGA;Safaga;EGY;POINT (33.99430000000001 26.76053386799998)
JPOKI;Oki;JPN;POINT (133.3223 36.19203386800001)
GRITH;Ithaki (Ithaca);GRC;POINT (20.74810000000002 38.32933386799999)
GRKIM;Kymi (Kimi);GRC;POINT (24.12509999999997 38.62773386800001)
DZALG;Alger;DZA;POINT (3.004099999999994 36.81833386800002)
GACLZ;Cap Lopez;GAB;POINT (8.706900000000019 -0.6282661320000216)
GAGAX;Gamba;GAB;POINT (10.0487 -2.810766132000026)
GRLEV;Levkas;GRC;POINT (20.69229999999999 38.83363386799999)
GAEKU;Ekuata;GAB;POINT (9.31310000000002 0.2515338680000241)
NOSLG;Slagenstangen;NOR;POINT (10.49990000000003 59.32783386800003)
DKSJO;Sejero;DNK;POINT (11.1497 55.899733868)
CMKOL;Kole Terminal;CMR;POINT (8.54910000000001 4.211533868000004)
GALUC;Lucina;GAB;POINT (10.90350000000001 -3.630466131999981)
UAUDY;Ust Dunaysk;UKR;POINT (29.71160172999998 45.467234034)
UYCYR;Colonia;URY;POINT (-57.85000000000002 -34.47476613200001)
SYBAN;Baniyas;SYR;POINT (35.95710000000003 35.18813386800002)
GRLAV;Lavrion (Laurium);GRC;POINT (24.06310000000002 37.714733868)
UABGD;Belgorod-Dnestrovskiy;UKR;POINT (30.373141761 46.18324746000002)
DEBKE;Brake;DEU;POINT (8.491100000000017 53.33443386800002)
USCXI;Clear;USA;POINT (-82.80560000000003 27.96253386799998)
IEKLR;Kilrush;IRL;POINT (-9.493299999999977 52.63713386799998)
CASHE;Shediac;CAN;POINT (-61.4649 45.18343386800001)
ESSAT;Salinetas;ESP;POINT (-15.38389999999998 27.962233868)
MGNOS;Nossi-Be;MDG;POINT (48.26569999999998 -13.40016613199998)
USOIS;Mona Island;PRI;POINT (-67.90010000000001 18.05713386799999)
BGSLS;Silistra;ROU;POINT (27.24810000000002 44.12513386799998)
MZMNC;Nacala;MOZ, MWI, ZWE;POINT (40.6653 -14.55886613199999)
SEHLD;Holmsund;SWE;POINT (20.28809999999999 63.81973386800001)
VNQNH;Quang Ninh;VNM;POINT (107.052240312 20.97233975699999)
VNSGN;Saigon;VNM;POINT (106.7181 10.75853387000001)
PHCEB;Cebu;PHL;POINT (123.915407106 10.30435341399999)
YEHOD;Hodeidah;YEM;POINT (42.92849999999999 14.80593386800001)
UAYUZ;Yuzhnyy;UKR;POINT (31.01423263100003 46.61875993500001)
UANIK;Nikolayev;UKR;POINT (31.97210311399999 46.94220538799999)
JPTSU;Tsu;JPN;POINT (136.5431762330001 34.67778190000001)
FRBEC;Bec D'Ambes;FRA;POINT (-0.5366999999999962 45.03303386800002)
FRLMD;La Mede;FRA;POINT (5.178299999999979 43.48823386800001)
CAGOO;Goose Bay;CAN;POINT (-60.35739999999998 53.360333868)
NOGIL;Gildeskal;NOR;POINT (14.01990000000001 67.09233386800003)
ISSIG;Siglufjordur - Hofn;ISL;POINT (-21.68316836100001 65.39911352500002)
EGNUW;Nuweibah;EGY;POINT (34.63330000000002 28.9667)
MGFTU;Tolanaro;MDG;POINT (46.96574522600002 -25.06522580799998)
PGROR;Oro Bay;PNG;POINT (148.4869 -8.897566132000009)
PGANB;Aneway Bay;PNG;POINT (155.5411 -6.193466132000026)
SEGOA;Gota;SWE;POINT (15.51150000000001 58.10743386799999)
VNXNG;Quang Ngai;VNM;POINT (108.9429 15.24313386799997)
CAVLF;Valleyfield;CAN;POINT (-74.14490000000001 45.26063386800001)
